MIRNA_ID	HAIRPIN_ID	FULL_ALIGN_HAIRPIN_START_INDEX	FULL_ALIGN_HAIRPIN_END_INDEX
hsa-mir-523-5p	hsa-mir-518d	16	37
hsa-mir-523-5p	hsa-mir-526a-2	7	28
hsa-mir-523-5p	hsa-mir-520c	16	37
hsa-mir-523-3p	hsa-mir-523	53	75
hsa-mir-518f-5p	hsa-mir-518f	16	37
hsa-mir-518f-5p	hsa-mir-518d	16	36
hsa-mir-518f-5p	hsa-mir-526a-2	7	27
hsa-mir-518f-5p	hsa-mir-520c	16	36
hsa-mir-518f-5p	hsa-mir-526a-1	15	35
hsa-mir-518f-5p	hsa-mir-519a-1	15	35
hsa-mir-518f-5p	hsa-mir-522	16	36
hsa-mir-518f-5p	hsa-mir-518e	16	36
hsa-mir-518f-5p	hsa-mir-518c	25	45
hsa-mir-518f-5p	hsa-mir-523	16	36
hsa-mir-518f-3p	hsa-mir-518f	53	73
hsa-mir-518f-3p	hsa-mir-518c	63	81
hsa-mir-520b	hsa-mir-520c	54	74
hsa-mir-520b	hsa-mir-520b	41	61
hsa-mir-520b	hsa-mir-526b	52	71
hsa-mir-520b	hsa-mir-520f	55	74
hsa-mir-520b	hsa-mir-516a-2	57	77
hsa-mir-520b	hsa-mir-516a-1	57	77
hsa-mir-520b	hsa-mir-516b-1	57	77
hsa-mir-520b	hsa-mir-516b-2	52	72
hsa-mir-520b	hsa-mir-520e	54	74
hsa-mir-520b	hsa-mir-526a-1	53	72
hsa-mir-518b	hsa-mir-518b	51	72
hsa-mir-526a	hsa-mir-518d	16	37
hsa-mir-526a	hsa-mir-526a-2	7	28
hsa-mir-526a	hsa-mir-520c	16	37
hsa-mir-526a	hsa-mir-526a-1	15	36
hsa-mir-526a	hsa-mir-518f	16	36
hsa-mir-526a	hsa-mir-519a-1	15	36
hsa-mir-526a	hsa-mir-522	16	37
hsa-mir-526a	hsa-mir-518e	16	37
hsa-mir-526a	hsa-mir-518c	25	46
hsa-mir-526a	hsa-mir-523	16	37
hsa-mir-520c-5p	hsa-mir-518d	16	37
hsa-mir-520c-5p	hsa-mir-526a-2	7	28
hsa-mir-520c-5p	hsa-mir-520c	16	37
hsa-mir-520c-5p	hsa-mir-526a-1	15	36
hsa-mir-520c-5p	hsa-mir-518f	16	36
hsa-mir-520c-5p	hsa-mir-519a-1	15	36
hsa-mir-520c-5p	hsa-mir-522	16	37
hsa-mir-520c-5p	hsa-mir-518e	16	37
hsa-mir-520c-5p	hsa-mir-518c	25	46
hsa-mir-520c-5p	hsa-mir-523	16	37
hsa-mir-520c-3p	hsa-mir-520c	54	75
hsa-mir-520c-3p	hsa-mir-520b	41	61
hsa-mir-520c-3p	hsa-mir-520f	55	75
hsa-mir-520c-3p	hsa-mir-526b	52	71
hsa-mir-520c-3p	hsa-mir-516a-2	57	78
hsa-mir-520c-3p	hsa-mir-516a-1	57	78
hsa-mir-520c-3p	hsa-mir-516b-1	57	78
hsa-mir-520c-3p	hsa-mir-516b-2	52	73
hsa-mir-520c-3p	hsa-mir-520e	54	75
hsa-mir-520c-3p	hsa-mir-526a-1	53	72
hsa-mir-518c-5p	hsa-mir-518c	24	46
hsa-mir-518c-5p	hsa-mir-518d	16	37
hsa-mir-518c-5p	hsa-mir-526a-2	7	28
hsa-mir-518c-5p	hsa-mir-520c	16	37
hsa-mir-518c-5p	hsa-mir-526a-1	15	36
hsa-mir-518c-5p	hsa-mir-526b	14	35
hsa-mir-518c-5p	hsa-mir-518f	16	36
hsa-mir-518c-3p	hsa-mir-518c	62	84
hsa-mir-518c-3p	hsa-mir-518f	54	72
hsa-mir-524-5p	hsa-mir-524	16	37
hsa-mir-524-5p	hsa-mir-520d	16	36
hsa-mir-524-5p	hsa-mir-518f	22	37
hsa-mir-524-3p	hsa-mir-524	53	73
hsa-mir-524-3p	hsa-mir-1283-2	57	72
hsa-mir-524-3p	hsa-mir-518d	57	72
hsa-mir-524-3p	hsa-mir-525	52	67
hsa-mir-517-5p	hsa-mir-517c	20	41
hsa-mir-517-5p	hsa-mir-517b	6	27
hsa-mir-517-5p	hsa-mir-517a	15	36
hsa-mir-517a-3p	hsa-mir-517b	43	64
hsa-mir-517a-3p	hsa-mir-517a	54	75
hsa-mir-517a-3p	hsa-mir-517c	57	78
hsa-mir-519d-5p	hsa-mir-519d	15	39
hsa-mir-519d-5p	hsa-mir-518b	13	37
hsa-mir-519d-5p	hsa-mir-520f	15	38
hsa-mir-519d-5p	hsa-mir-1283-1	18	38
hsa-mir-519d-5p	hsa-mir-519a-2	22	39
hsa-mir-519d-5p	hsa-mir-519a-1	21	38
hsa-mir-519d-5p	hsa-mir-522	22	39
hsa-mir-519d-5p	hsa-mir-518a-2	19	39
hsa-mir-519d-5p	hsa-mir-518a-1	17	37
hsa-mir-519d-3p	hsa-mir-519d	54	75
hsa-mir-519d-3p	hsa-mir-520g	56	77
hsa-mir-519d-3p	hsa-mir-519e	50	71
hsa-mir-519d-3p	hsa-mir-520h	56	76
hsa-mir-521	hsa-mir-521-1	54	75
hsa-mir-521	hsa-mir-521-2	54	75
hsa-mir-521	hsa-mir-520g	63	78
hsa-mir-520d-5p	hsa-mir-520d	16	35
hsa-mir-520d-5p	hsa-mir-527	17	33
hsa-mir-520d-5p	hsa-mir-518a-2	19	35
hsa-mir-520d-5p	hsa-mir-518a-1	17	33
hsa-mir-520d-5p	hsa-mir-524	16	35
hsa-mir-520d-3p	hsa-mir-520d	54	75
hsa-mir-517b-3p	hsa-mir-517b	43	64
hsa-mir-517b-3p	hsa-mir-517a	54	75
hsa-mir-517b-3p	hsa-mir-517c	57	78
hsa-mir-520g-5p	hsa-mir-520h	17	39
hsa-mir-520g-5p	hsa-mir-520g	17	39
hsa-mir-520g-5p	hsa-mir-516b-1	28	43
hsa-mir-520g-5p	hsa-mir-518d	24	39
hsa-mir-520g-5p	hsa-mir-526a-2	15	30
hsa-mir-520g-5p	hsa-mir-518c	33	48
hsa-mir-520g-5p	hsa-mir-520c	24	39
hsa-mir-520g-5p	hsa-mir-526a-1	23	38
hsa-mir-520g-5p	hsa-mir-526b	22	37
hsa-mir-520g-3p	hsa-mir-520g	55	78
hsa-mir-520g-3p	hsa-mir-520h	55	76
hsa-mir-520g-3p	hsa-mir-519d	53	76
hsa-mir-520g-3p	hsa-mir-521-1	60	75
hsa-mir-520g-3p	hsa-mir-521-2	60	75
hsa-mir-520g-3p	hsa-mir-518c	61	84
hsa-mir-520g-3p	hsa-mir-519e	49	72
hsa-mir-516b-5p	hsa-mir-516b-1	16	37
hsa-mir-516b-5p	hsa-mir-516b-2	16	37
hsa-mir-516b-3p	hsa-mir-516a-2	61	78
hsa-mir-516b-3p	hsa-mir-516a-1	61	78
hsa-mir-516b-3p	hsa-mir-516b-1	61	78
hsa-mir-516b-3p	hsa-mir-516b-2	56	73
hsa-mir-518e-5p	hsa-mir-519a-1	15	36
hsa-mir-518e-5p	hsa-mir-522	16	37
hsa-mir-518e-5p	hsa-mir-518e	16	37
hsa-mir-518e-5p	hsa-mir-523	16	37
hsa-mir-518e-5p	hsa-mir-519b	13	34
hsa-mir-518e-5p	hsa-mir-519c	16	37
hsa-mir-518e-5p	hsa-mir-519a-2	16	37
hsa-mir-518e-5p	hsa-mir-518d	16	37
hsa-mir-518e-5p	hsa-mir-526a-2	7	28
hsa-mir-518e-5p	hsa-mir-520c	16	37
hsa-mir-518e-3p	hsa-mir-518e	54	74
hsa-mir-518a-5p	hsa-mir-527	14	33
hsa-mir-518a-5p	hsa-mir-518a-2	16	35
hsa-mir-518a-5p	hsa-mir-518a-1	14	33
hsa-mir-518a-5p	hsa-mir-520d	19	35
hsa-mir-518a-3p	hsa-mir-518a-2	53	74
hsa-mir-518a-3p	hsa-mir-518a-1	51	72
hsa-mir-518a-3p	hsa-mir-1283-1	52	67
hsa-mir-518a-3p	hsa-mir-518d	54	69
hsa-mir-518d-5p	hsa-mir-518d	16	37
hsa-mir-518d-5p	hsa-mir-526a-2	7	28
hsa-mir-518d-5p	hsa-mir-520c	16	37
hsa-mir-518d-5p	hsa-mir-526a-1	15	36
hsa-mir-518d-5p	hsa-mir-518f	16	36
hsa-mir-518d-5p	hsa-mir-519a-1	15	36
hsa-mir-518d-5p	hsa-mir-522	16	37
hsa-mir-518d-5p	hsa-mir-518e	16	37
hsa-mir-518d-5p	hsa-mir-518c	25	46
hsa-mir-518d-5p	hsa-mir-523	16	37
hsa-mir-518d-3p	hsa-mir-518d	53	73
hsa-mir-518d-3p	hsa-mir-518a-2	54	69
hsa-mir-518d-3p	hsa-mir-518a-1	52	67
hsa-mir-518d-3p	hsa-mir-524	57	72
hsa-mir-517c-3p	hsa-mir-517c	57	78
hsa-mir-517c-3p	hsa-mir-519a-2	57	75
hsa-mir-517c-3p	hsa-mir-519a-1	56	74
hsa-mir-517c-3p	hsa-mir-517b	43	64
hsa-mir-517c-3p	hsa-mir-517a	54	75
hsa-mir-517c-3p	hsa-mir-519b	54	69
hsa-mir-520h	hsa-mir-520h	55	76
hsa-mir-520h	hsa-mir-520g	55	76
hsa-mir-520h	hsa-mir-519d	53	74
hsa-mir-522-5p	hsa-mir-519a-1	15	36
hsa-mir-522-5p	hsa-mir-522	16	37
hsa-mir-522-5p	hsa-mir-518e	16	37
hsa-mir-522-5p	hsa-mir-523	16	37
hsa-mir-522-5p	hsa-mir-519b	13	34
hsa-mir-522-5p	hsa-mir-519c	16	37
hsa-mir-522-5p	hsa-mir-519a-2	16	37
hsa-mir-522-5p	hsa-mir-518d	16	37
hsa-mir-522-5p	hsa-mir-526a-2	7	28
hsa-mir-522-5p	hsa-mir-520c	16	37
hsa-mir-522-3p	hsa-mir-522	54	75
hsa-mir-519a-5p	hsa-mir-519a-1	15	36
hsa-mir-519a-5p	hsa-mir-522	16	37
hsa-mir-519a-5p	hsa-mir-518e	16	37
hsa-mir-519a-5p	hsa-mir-523	16	37
hsa-mir-519a-5p	hsa-mir-519b	13	34
hsa-mir-519a-5p	hsa-mir-519c	16	37
hsa-mir-519a-5p	hsa-mir-519a-2	16	37
hsa-mir-519a-5p	hsa-mir-518d	16	37
hsa-mir-519a-5p	hsa-mir-526a-2	7	28
hsa-mir-519a-5p	hsa-mir-520c	16	37
hsa-mir-519a-3p	hsa-mir-519a-2	54	75
hsa-mir-519a-3p	hsa-mir-519a-1	53	74
hsa-mir-519a-3p	hsa-mir-517c	60	78
hsa-mir-519a-3p	hsa-mir-519b	51	69
hsa-mir-519a-3p	hsa-mir-519e	51	72
hsa-mir-527	hsa-mir-527	14	33
hsa-mir-527	hsa-mir-518a-2	16	35
hsa-mir-527	hsa-mir-518a-1	14	33
hsa-mir-527	hsa-mir-520d	19	35
hsa-mir-516a-5p	hsa-mir-516a-2	16	38
hsa-mir-516a-5p	hsa-mir-516a-1	16	38
hsa-mir-516a-3p	hsa-mir-516a-2	61	78
hsa-mir-516a-3p	hsa-mir-516a-1	61	78
hsa-mir-516a-3p	hsa-mir-516b-1	61	78
hsa-mir-516a-3p	hsa-mir-516b-2	56	73
hsa-mir-499a-5p	hsa-mir-499a	33	53
hsa-mir-499a-3p	hsa-mir-499a	70	91
hsa-mir-500a-5p	hsa-mir-500b	10	32
hsa-mir-500a-5p	hsa-mir-500a	13	35
hsa-mir-500a-5p	hsa-mir-502	14	33
hsa-mir-500a-3p	hsa-mir-500a	52	73
hsa-mir-500a-3p	hsa-mir-502	53	72
hsa-mir-500a-3p	hsa-mir-501	52	73
hsa-mir-501-5p	hsa-mir-501	14	35
hsa-mir-501-3p	hsa-mir-501	51	72
hsa-mir-501-3p	hsa-mir-500a	51	72
hsa-mir-501-3p	hsa-mir-502	52	72
hsa-mir-501-3p	hsa-mir-500b	50	69
hsa-mir-502-5p	hsa-mir-502	16	36
hsa-mir-502-3p	hsa-mir-502	52	73
hsa-mir-502-3p	hsa-mir-500a	51	71
hsa-mir-502-3p	hsa-mir-501	51	71
hsa-mir-450a-2-3p	hsa-mir-450a-2	58	79
hsa-mir-503-5p	hsa-mir-503	6	28
hsa-mir-503-3p	hsa-mir-503	46	68
hsa-mir-504-5p	hsa-mir-504	13	34
hsa-mir-504-3p	hsa-mir-504	50	70
hsa-mir-505-5p	hsa-mir-505	15	36
hsa-mir-505-3p	hsa-mir-505	51	72
hsa-mir-513a-5p	hsa-mir-513a-2	36	53
hsa-mir-513a-5p	hsa-mir-513a-1	37	54
hsa-mir-513a-3p	hsa-mir-513a-2	71	93
hsa-mir-513a-3p	hsa-mir-513a-1	72	94
hsa-mir-513a-3p	hsa-mir-513c	49	70
hsa-mir-506-5p	hsa-mir-506	35	56
hsa-mir-506-3p	hsa-mir-506	71	91
hsa-mir-507	hsa-mir-507	56	76
hsa-mir-508-5p	hsa-mir-508	26	48
hsa-mir-508-3p	hsa-mir-508	61	83
hsa-mir-509-5p	hsa-mir-509-2	20	40
hsa-mir-509-5p	hsa-mir-509-1	20	40
hsa-mir-509-3p	hsa-mir-509-3	44	65
hsa-mir-509-3p	hsa-mir-509-2	55	76
hsa-mir-509-3p	hsa-mir-509-1	55	76
hsa-mir-510-5p	hsa-mir-510	10	31
hsa-mir-510-3p	hsa-mir-510	47	67
hsa-mir-514a-5p	hsa-mir-514a-3	17	39
hsa-mir-514a-5p	hsa-mir-514a-2	17	39
hsa-mir-514a-5p	hsa-mir-514a-1	22	44
hsa-mir-514a-3p	hsa-mir-514a-3	54	74
hsa-mir-514a-3p	hsa-mir-514a-2	54	74
hsa-mir-514a-3p	hsa-mir-514a-1	59	79
hsa-mir-532-5p	hsa-mir-532	20	41
hsa-mir-532-3p	hsa-mir-532	57	78
mmu-mir-532-5p	mmu-mir-532	21	42
mmu-mir-532-3p	mmu-mir-532	58	79
mmu-mir-489-5p	mmu-mir-489	23	47
mmu-mir-489-3p	mmu-mir-489	60	82
mmu-mir-483-5p	mmu-mir-483	8	29
mmu-mir-483-3p	mmu-mir-483	45	65
mmu-mir-484	mmu-mir-484	5	26
mmu-mir-485-5p	mmu-mir-485	9	30
mmu-mir-485-3p	mmu-mir-485	45	66
mmu-mir-486-5p	mmu-mir-3107	15	36
mmu-mir-486-5p	mmu-mir-486	33	54
mmu-mir-486-3p	mmu-mir-3107	57	76
mmu-mir-486-3p	mmu-mir-486	75	95
hsa-mir-455-5p	hsa-mir-455	16	37
hsa-mir-455-3p	hsa-mir-455	54	74
hsa-mir-539-5p	hsa-mir-539	9	30
hsa-mir-539-3p	hsa-mir-539	49	70
hsa-mir-544a	hsa-mir-544a	55	76
hsa-mir-545-5p	hsa-mir-545	25	46
hsa-mir-545-3p	hsa-mir-545	63	84
mmu-mir-546	mmu-mir-546	32	47
mmu-mir-540-5p	mmu-mir-540	6	28
mmu-mir-540-3p	mmu-mir-540	43	62
mmu-mir-543-5p	mmu-mir-543	12	32
mmu-mir-543-3p	mmu-mir-543	47	68
mmu-mir-539-5p	mmu-mir-539	8	29
mmu-mir-539-3p	mmu-mir-539	48	69
mmu-mir-541-5p	mmu-mir-541	14	38
mmu-mir-541-3p	mmu-mir-541	58	79
mmu-mir-542-5p	mmu-mir-542	14	35
mmu-mir-542-3p	mmu-mir-542	52	73
mmu-mir-547-5p	mmu-mir-547	12	32
mmu-mir-547-3p	mmu-mir-547	49	69
hsa-mir-376a-2-5p	hsa-mir-376a-2	12	32
hsa-mir-487b-5p	hsa-mir-487b	15	36
hsa-mir-487b-3p	hsa-mir-487b	51	72
mmu-mir-367-5p	mmu-mir-367	9	29
mmu-mir-367-3p	mmu-mir-367	47	68
mmu-mir-494-5p	mmu-mir-494	17	38
mmu-mir-494-3p	mmu-mir-494	50	71
mmu-mir-376c-5p	mmu-mir-376c	16	37
mmu-mir-376c-5p	mmu-mir-376b	14	31
mmu-mir-376c-3p	mmu-mir-376c	53	73
mmu-mir-487b-5p	mmu-mir-487b	15	35
mmu-mir-487b-3p	mmu-mir-487b	50	71
mmu-mir-369-5p	mmu-mir-369	14	35
mmu-mir-369-3p	mmu-mir-369	49	69
mmu-mir-20b-5p	mmu-mir-20b	12	34
mmu-mir-20b-5p	mmu-mir-20a	28	49
mmu-mir-20b-5p	mmu-mir-17	14	36
mmu-mir-20b-5p	mmu-mir-106a	5	27
mmu-mir-20b-3p	mmu-mir-20b	50	71
mmu-mir-450a-2-3p	mmu-mir-450a-2	43	64
mmu-mir-503-5p	mmu-mir-503	6	28
mmu-mir-503-3p	mmu-mir-503	47	68
mmu-mir-291b-5p	mmu-mir-291b	13	34
mmu-mir-291b-5p	mmu-mir-291a	15	34
mmu-mir-291b-3p	mmu-mir-291b	48	69
hsa-mir-551a	hsa-mir-551a	61	81
hsa-mir-552-5p	hsa-mir-552	25	45
hsa-mir-552-3p	hsa-mir-552	61	81
hsa-mir-553	hsa-mir-553	16	36
hsa-mir-554	hsa-mir-554	16	36
hsa-mir-92b-5p	hsa-mir-92b	20	41
hsa-mir-92b-3p	hsa-mir-92b	61	82
hsa-mir-92b-3p	hsa-mir-92a-2	48	67
hsa-mir-92b-3p	hsa-mir-92a-1	48	67
hsa-mir-555	hsa-mir-555	61	81
hsa-mir-556-5p	hsa-mir-556	16	37
hsa-mir-556-3p	hsa-mir-556	55	76
hsa-mir-557	hsa-mir-557	61	83
hsa-mir-558	hsa-mir-558	61	79
hsa-mir-559	hsa-mir-559	16	36
hsa-mir-561-5p	hsa-mir-561	26	47
hsa-mir-561-3p	hsa-mir-561	61	82
hsa-mir-562	hsa-mir-562	61	80
hsa-mir-563	hsa-mir-563	52	70
hsa-mir-564	hsa-mir-564	16	34
hsa-mir-566	hsa-mir-566	16	34
hsa-mir-567	hsa-mir-567	16	38
hsa-mir-568	hsa-mir-568	16	35
hsa-mir-551b-5p	hsa-mir-551b	22	43
hsa-mir-551b-3p	hsa-mir-551b	61	81
hsa-mir-569	hsa-mir-569	61	81
hsa-mir-570-5p	hsa-mir-548ai	16	37
hsa-mir-570-5p	hsa-mir-570	25	46
hsa-mir-570-3p	hsa-mir-570	60	81
hsa-mir-571	hsa-mir-571	61	81
hsa-mir-572	hsa-mir-572	61	80
hsa-mir-573	hsa-mir-573	16	39
hsa-mir-574-5p	hsa-mir-574	25	47
hsa-mir-574-3p	hsa-mir-574	61	82
hsa-mir-575	hsa-mir-575	61	79
hsa-mir-576-5p	hsa-mir-576	16	37
hsa-mir-576-3p	hsa-mir-576	55	76
hsa-mir-577	hsa-mir-577	16	36
hsa-mir-578	hsa-mir-578	61	81
hsa-mir-579-5p	hsa-mir-579	25	46
hsa-mir-579-3p	hsa-mir-579	62	84
hsa-mir-580-5p	hsa-mir-580	22	43
hsa-mir-580-3p	hsa-mir-580	61	82
hsa-mir-581	hsa-mir-581	16	36
hsa-mir-582-5p	hsa-mir-582	16	38
hsa-mir-582-3p	hsa-mir-582	53	74
hsa-mir-583	hsa-mir-583	16	36
hsa-mir-584-5p	hsa-mir-584	16	37
hsa-mir-584-3p	hsa-mir-584	55	76
hsa-mir-585-5p	hsa-mir-585	25	46
hsa-mir-585-3p	hsa-mir-585	61	79
hsa-mir-548a-3p	hsa-mir-548a-3	61	82
hsa-mir-548a-3p	hsa-mir-548a-2	61	82
hsa-mir-548a-3p	hsa-mir-548a-1	61	82
hsa-mir-548a-3p	hsa-mir-548ac	55	75
hsa-mir-586	hsa-mir-586	16	37
hsa-mir-587	hsa-mir-587	16	36
hsa-mir-548b-5p	hsa-mir-548b	25	46
hsa-mir-548b-5p	hsa-mir-548ay	28	45
hsa-mir-548b-5p	hsa-mir-548ae-2	6	23
hsa-mir-548b-5p	hsa-mir-548ad	16	33
hsa-mir-548b-5p	hsa-mir-548d-2	25	42
hsa-mir-548b-5p	hsa-mir-548d-1	25	42
hsa-mir-548b-3p	hsa-mir-548b	61	82
hsa-mir-588	hsa-mir-588	16	36
hsa-mir-589-5p	hsa-mir-589	24	45
hsa-mir-589-3p	hsa-mir-589	61	84
hsa-mir-550a-5p	hsa-mir-550b-2	18	35
hsa-mir-550a-5p	hsa-mir-550b-1	18	35
hsa-mir-550a-5p	hsa-mir-550a-2	22	44
hsa-mir-550a-5p	hsa-mir-550a-1	22	44
hsa-mir-550a-5p	hsa-mir-550a-3	21	40
hsa-mir-550a-3p	hsa-mir-550b-2	58	75
hsa-mir-550a-3p	hsa-mir-550b-1	58	75
hsa-mir-550a-3p	hsa-mir-550a-3	60	81
hsa-mir-550a-3p	hsa-mir-550a-2	61	82
hsa-mir-550a-3p	hsa-mir-550a-1	61	82
hsa-mir-590-5p	hsa-mir-590	16	37
hsa-mir-590-3p	hsa-mir-590	56	76
hsa-mir-591	hsa-mir-591	16	35
hsa-mir-592	hsa-mir-592	16	37
hsa-mir-593-5p	hsa-mir-593	16	40
hsa-mir-593-3p	hsa-mir-593	79	97
hsa-mir-595	hsa-mir-595	61	81
hsa-mir-596	hsa-mir-596	16	36
hsa-mir-597-5p	hsa-mir-597	16	37
hsa-mir-597-3p	hsa-mir-597	58	80
hsa-mir-598-5p	hsa-mir-598	24	46
hsa-mir-598-3p	hsa-mir-598	61	82
hsa-mir-599	hsa-mir-599	61	80
hsa-mir-548a-5p	hsa-mir-548a-3	25	46
hsa-mir-600	hsa-mir-600	61	83
hsa-mir-601	hsa-mir-601	16	37
hsa-mir-602	hsa-mir-602	16	38
hsa-mir-603	hsa-mir-603	61	82
hsa-mir-603	hsa-mir-548aq	42	58
hsa-mir-603	hsa-mir-548u	54	70
hsa-mir-603	hsa-mir-548h-3	70	86
hsa-mir-604	hsa-mir-604	61	79
hsa-mir-605-5p	hsa-mir-605	16	38
hsa-mir-605-3p	hsa-mir-605	51	72
hsa-mir-606	hsa-mir-606	61	81
hsa-mir-607	hsa-mir-607	61	81
hsa-mir-608	hsa-mir-608	16	40
hsa-mir-609	hsa-mir-609	16	35
hsa-mir-610	hsa-mir-610	16	36
hsa-mir-611	hsa-mir-611	40	62
hsa-mir-612	hsa-mir-612	16	40
hsa-mir-613	hsa-mir-613	61	80
hsa-mir-614	hsa-mir-614	54	76
hsa-mir-615-5p	hsa-mir-615	18	39
hsa-mir-615-3p	hsa-mir-615	61	82
hsa-mir-616-5p	hsa-mir-616	16	37
hsa-mir-616-3p	hsa-mir-616	56	77
hsa-mir-548c-5p	hsa-mir-548am	10	31
hsa-mir-548c-5p	hsa-mir-548o-2	7	28
hsa-mir-548c-5p	hsa-mir-548c	25	46
hsa-mir-548c-5p	hsa-mir-548au	1	21
hsa-mir-548c-5p	hsa-mir-548h-4	17	36
hsa-mir-548c-5p	hsa-mir-548ax	12	27
hsa-mir-548c-5p	hsa-mir-548as	1	22
hsa-mir-548c-5p	hsa-mir-548aq	2	22
hsa-mir-548c-3p	hsa-mir-548c	61	82
hsa-mir-548c-3p	hsa-mir-548ai	55	75
hsa-mir-617	hsa-mir-617	16	37
hsa-mir-618	hsa-mir-618	16	38
hsa-mir-619-5p	hsa-mir-619	24	45
hsa-mir-619-3p	hsa-mir-619	61	84
hsa-mir-620	hsa-mir-620	61	80
hsa-mir-621	hsa-mir-621	61	81
hsa-mir-622	hsa-mir-622	61	81
hsa-mir-623	hsa-mir-623	16	38
hsa-mir-624-5p	hsa-mir-624	16	37
hsa-mir-624-3p	hsa-mir-624	54	74
hsa-mir-625-5p	hsa-mir-625	15	35
hsa-mir-625-3p	hsa-mir-625	52	73
hsa-mir-626	hsa-mir-626	61	79
hsa-mir-627-5p	hsa-mir-627	16	37
hsa-mir-627-3p	hsa-mir-627	55	74
hsa-mir-628-5p	hsa-mir-628	23	44
hsa-mir-628-3p	hsa-mir-628	61	81
hsa-mir-629-5p	hsa-mir-629	22	42
hsa-mir-629-3p	hsa-mir-629	61	82
hsa-mir-630	hsa-mir-630	61	82
hsa-mir-631	hsa-mir-631	16	36
hsa-mir-33b-5p	hsa-mir-33b	16	35
hsa-mir-33b-3p	hsa-mir-33b	54	75
hsa-mir-632	hsa-mir-632	61	79
hsa-mir-633	hsa-mir-633	61	83
hsa-mir-634	hsa-mir-634	61	82
hsa-mir-635	hsa-mir-635	16	38
hsa-mir-636	hsa-mir-636	61	83
hsa-mir-637	hsa-mir-637	61	84
hsa-mir-638	hsa-mir-638	16	40
hsa-mir-639	hsa-mir-639	61	83
hsa-mir-640	hsa-mir-640	61	81
hsa-mir-641	hsa-mir-641	16	39
hsa-mir-642a-5p	hsa-mir-642b	13	33
hsa-mir-642a-5p	hsa-mir-642a	16	37
hsa-mir-642a-3p	hsa-mir-642b	47	65
hsa-mir-642a-3p	hsa-mir-642a	51	72
hsa-mir-643	hsa-mir-643	61	82
hsa-mir-644a	hsa-mir-644a	61	79
hsa-mir-645	hsa-mir-645	61	79
hsa-mir-646	hsa-mir-646	61	79
hsa-mir-647	hsa-mir-647	16	36
hsa-mir-648	hsa-mir-648	16	34
hsa-mir-649	hsa-mir-649	61	82
hsa-mir-650	hsa-mir-650	16	36
hsa-mir-651-5p	hsa-mir-651	16	37
hsa-mir-651-3p	hsa-mir-651	54	75
hsa-mir-652-5p	hsa-mir-652	21	45
hsa-mir-652-3p	hsa-mir-652	61	81
hsa-mir-548d-5p	hsa-mir-548d-2	25	46
hsa-mir-548d-5p	hsa-mir-548d-1	25	46
hsa-mir-548d-5p	hsa-mir-548ay	28	48
hsa-mir-548d-5p	hsa-mir-548ae-2	6	25
hsa-mir-548d-5p	hsa-mir-548ad	16	35
hsa-mir-548d-5p	hsa-mir-548am	10	31
hsa-mir-548d-3p	hsa-mir-548d-2	61	82
hsa-mir-548d-3p	hsa-mir-548d-1	61	82
hsa-mir-661	hsa-mir-661	51	74
hsa-mir-662	hsa-mir-662	61	81
hsa-mir-663a	hsa-mir-663a	15	36
hsa-mir-449b-5p	hsa-mir-449b	16	37
hsa-mir-449b-5p	hsa-mir-449a	17	36
hsa-mir-449b-3p	hsa-mir-449b	55	76
hsa-mir-653-5p	hsa-mir-653	13	33
hsa-mir-653-3p	hsa-mir-653	51	72
hsa-mir-411-5p	hsa-mir-411	16	36
hsa-mir-411-3p	hsa-mir-411	51	72
hsa-mir-411-3p	hsa-mir-379	44	64
hsa-mir-654-5p	hsa-mir-654	16	37
hsa-mir-654-3p	hsa-mir-654	51	72
hsa-mir-655-5p	hsa-mir-655	23	44
hsa-mir-655-3p	hsa-mir-655	61	82
hsa-mir-656-5p	hsa-mir-656	8	28
hsa-mir-656-3p	hsa-mir-656	43	63
hsa-mir-549a	hsa-mir-549a	61	81
hsa-mir-657	hsa-mir-657	61	83
hsa-mir-658	hsa-mir-658	61	85
hsa-mir-659-5p	hsa-mir-659	22	43
hsa-mir-659-3p	hsa-mir-659	61	82
hsa-mir-660-5p	hsa-mir-660	16	37
hsa-mir-660-3p	hsa-mir-660	52	72
hsa-mir-421	hsa-mir-421	48	70
hsa-mir-542-5p	hsa-mir-542	16	38
hsa-mir-542-3p	hsa-mir-542	53	74
mmu-mir-302b-5p	mmu-mir-302b	11	33
mmu-mir-302b-3p	mmu-mir-302b	48	70
mmu-mir-302b-3p	mmu-mir-302a	44	61
mmu-mir-302b-3p	mmu-mir-302d	42	58
mmu-mir-302b-3p	mmu-mir-302c	44	59
mmu-mir-302c-5p	mmu-mir-302c	6	27
mmu-mir-302c-3p	mmu-mir-302c	44	65
mmu-mir-302c-3p	mmu-mir-302d	43	63
mmu-mir-302c-3p	mmu-mir-302b	49	64
mmu-mir-302c-3p	mmu-mir-302a	45	60
mmu-mir-302d-5p	mmu-mir-302d	6	28
mmu-mir-302d-3p	mmu-mir-302d	42	64
mmu-mir-302d-3p	mmu-mir-302c	44	64
mmu-mir-302d-3p	mmu-mir-302b	48	64
mmu-mir-302d-3p	mmu-mir-302a	44	60
hsa-mir-758-5p	hsa-mir-758	15	36
hsa-mir-758-3p	hsa-mir-758	52	73
hsa-mir-1264	hsa-mir-1264	42	64
